stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest
CSPR,3/31/2019,,,,,-224759000,,,,,,,,,,,,,,,,,,-223889000,,,,,,
PHAS,3/31/2020,1918000,,11353000,896000,53486000,,72541000,4285000,,,7495000,59441000,32000,-24000,,3086000,-177063000,,29000,76858000,,,53486000,23372000,230544000,,,3686000,
PHAS,12/31/2019,2921000,,12326000,1233000,59978000,,78823000,3639000,,,8479000,74025000,32000,-24000,,203000,-162158000,,29000,82494000,,,59978000,22516000,222131000,,,2378000,
PHAS,9/30/2019,1659000,,7740000,583000,70804000,,83369000,2802000,,,5962000,81771000,32000,-24000,,120000,-150827000,,29000,86203000,,,70804000,15399000,221626000,,,1990000,
PHAS,6/30/2019,3047000,,8429000,1180000,81609000,,94897000,2509000,,,5746000,90342000,32000,-24000,,56000,-139436000,,29000,97438000,,,81609000,15829000,221040000,,,1265000,
ZYXI,3/31/2020,2292000,3429000,,6549000,23397000,,25698000,6264000,,985000,5834000,14585000,1260000,-3846000,,,17293000,,34000,33222000,39000,,23397000,9914000,9916000,,,,-89000
ZYXI,12/31/2019,2133000,2378000,,5833000,19742000,,22566000,4869000,,513000,5197000,14040000,842000,-3846000,,,14356000,,34000,28277000,60000,,19742000,8624000,9198000,,,,-89000
ZYXI,9/30/2019,1945000,2129000,,4254000,16481000,,18638000,5053000,,716000,4519000,11934000,1033000,-3846000,,,11409000,,34000,24724000,140000,,16481000,8332000,8884000,,,,-89000
ZYXI,6/30/2019,1829000,1325000,,3540000,14156000,,15752000,5154000,,591000,3828000,10054000,933000,-3846000,,,9376000,,34000,21839000,11000,,14156000,7772000,8592000,,,,-89000
SOR,12/31/2019,8896965,,,2985711,376706495,334713484,24643299,,,,9359917,86588,26709629,,,,53170504,21571000,8476467,386066412,,,376706495,9359917,315059524,,,,
SOR,9/30/2019,8896965,,,2985711,376706495,334713484,24643299,,,,9359917,86588,26709629,,,,53170504,21571000,8476467,386066412,,,376706495,9359917,315059524,,,,
SOR,6/30/2019,63680,,,944015,359262841,335457735,19152721,,,,377049,307,5051320,,,,35788452,18207000,8478990,359661776,,,359262841,398935,314995399,,,,
SOR,3/31/2019,63680,,,944015,359262841,335457735,19152721,,,,377049,307,5051320,,,,35788452,18207000,8478990,359661776,,,359262841,398935,314995399,,,,
ECOL,3/31/2020,51387000,,864058000,250710000,-353832000,,387580000,541168000,-26211000,,170994000,109790000,11836000,-44543000,466031000,210074000,-97179000,,315000,1978639000,31226000,,676323000,1302316000,817730000,564124000,,,
ECOL,12/31/2019,46906000,,767018000,266554000,-330502000,,332971000,536164000,-11854000,,180770000,41281000,19051000,-11854000,766980000,215814000,206574000,,315000,2231244000,24266000,,1011380000,1219864000,816345000,574902000,,,
ECOL,9/30/2019,23162000,,355408000,160612000,-109197000,,197700000,291277000,-13435000,,97198000,21074000,8108000,-14207000,219181000,146868000,214013000,,221000,1000149000,14749000,,385967000,614182000,185940000,275983000,,,
ECOL,6/30/2019,21733000,,335217000,156698000,-108573000,,186326000,283195000,-12290000,,89566000,17690000,6563000,-13125000,210466000,145052000,204916000,,221000,961416000,15216000,,376759000,584657000,184747000,274866000,,,
ALTG,3/31/2020,,,,,95600000,,,,,,,,,,,,,,,,,,128800000,,,,,,
ALTG,12/31/2019,,,,,-34800000,,,,,,,,,,,,,,,,,,-23200000,,,,,,
ALTG,3/31/2019,,,,,4500000,,,,,,,,,,,,,,,,,,12200000,,,,,,
ALTG,12/31/2018,,,,,4500000,,,,,,,,,,,,,,,,,,12200000,,,,,,
BCSF,3/31/2020,3089000,,1654900000,28156000,892777000,2484533000,115917000,,,,56664000,55760000,3891000,,,,-145618000,32001000,52000,2604341000,21649000,3891000,892777000,1711564000,1038343000,,,,
BCSF,12/31/2019,2448000,,1574635000,45437000,1018400000,2527055000,115317000,,,,52519000,37341000,3182000,,,,-19995000,32539000,52000,2645554000,22759000,3182000,1018400000,1627154000,1038343000,,,,
BCSF,9/30/2019,6476000,,1657578000,47707000,1018225000,2506734000,215110000,,,,49928000,71629000,5618000,,,,-19404000,95774000,52000,2727462000,21176000,3471000,1018225000,1709237000,1037577000,,,,
BCSF,6/30/2019,18710000,,1505096000,25837000,1021202000,2427415000,157055000,,,,61635000,100957000,5352000,,,,-16427000,30261000,52000,2589822000,21176000,3868000,1021202000,1568620000,1037577000,,,,
CASI,3/31/2020,5452000,2009000,,,54073000,14038000,59796000,9081000,-3554000,,7541000,53885000,281000,-11588000,,,-532032000,,1010000,99485000,,,70362000,8245000,612972000,16289000,610000,,20878000
CASI,12/31/2019,5113000,4542000,,,56100000,14038000,61501000,9693000,-2728000,,7947000,53621000,504000,-10762000,,,-523908000,,979000,102631000,,,72995000,8966000,606686000,16895000,625000,,20670000
CASI,9/30/2019,4827000,2565000,,,63103000,14038000,73362000,3735000,-3863000,,6948000,63241000,667000,-11897000,,,-512074000,,964000,109070000,,,80371000,8240000,603378000,17268000,557000,,20459000
CASI,6/30/2019,2321499,672697,,,70845939,13897760,80609312,4051770,-2027024,,6182532,70251858,339724,-10061268,,,-502428077,,957965,117090260,,,89037633,7815793,600569013,18191694,716658,,20236834
CNST,3/31/2020,3558000,,29681000,,315526000,,361666000,10970000,-90000,,19285000,190464000,425000,-90000,,553000,-344831000,,4000,373061000,423000,,315526000,57535000,660443000,,168385000,,
CNST,12/31/2019,7278000,,29642000,,337584000,,386989000,11716000,-6000,,22755000,334332000,425000,-6000,,390000,-319387000,,4000,399130000,497000,,337584000,61546000,656973000,,49602000,,
CNST,9/30/2019,4983000,,29603000,,48152000,,92210000,12521000,1000,,17754000,78977000,486000,1000,,227000,-295179000,,3000,105217000,414000,,48152000,57065000,343327000,,10089000,,
CNST,6/30/2019,6387000,,19568000,,67184000,,100666000,13162000,11000,,17201000,55043000,425000,11000,,115000,-274030000,,3000,114253000,334000,,67184000,47069000,341200000,,43057000,,
ACTT,3/31/2020,,,,,5000003,,686864,,,,412174,583196,305075224,,,300552046,4111404,,905,306028728,,,5000003,301028725,887694,,,,
ACTT,12/31/2019,,,,,5000009,,1071545,,,,19781,1005831,304321025,,,300372780,3932144,,900,305392570,,,5000009,300392561,1066965,,,,
ACTT,9/30/2019,,,,,5000001,,1229003,,,,15000,1164663,303002563,,,299216565,2775921,,899,304231566,,,5000001,299231565,2223181,,,,
ACTT,6/30/2019,,,,,5000001,,1358912,,,,13938,1285381,301377783,,,297722756,1282112,,899,302736695,,,5000001,297736694,3716990,,,,
FLEX,3/31/2020,5108251000,3785073000,2689109000,2718426000,1504182000,,9086270000,2821061000,-214667000,,7211085000,1922686000,327215000,-602882000,1064553000,412303000,-2902410000,660085000,6336445000,13689617000,1463973000,,2831153000,10858464000,,262418000,,149130000,
FLEX,12/31/2019,5431310000,3684173000,2701112000,3258856000,1549572000,,9360707000,2821040000,-166525000,,7550951000,1789164000,603930000,-554740000,1069812000,444035000,-2950669000,628514000,6404721000,14135417000,1517084000,,2899312000,11236105000,,279928000,,88869000,
FLEX,9/27/2019,5227495000,3721237000,2957878000,2977486000,1451332000,,9492523000,2805919000,-189764000,,7558020000,1815513000,623582000,-577979000,1062450000,442708000,-3062057000,978287000,6445997000,14276653000,1795663000,,2805961000,11470692000,,292179000,,32450000,
FLEX,6/28/2019,5193043000,3745700000,2961794000,3145898000,1609868000,,9386513000,2966140000,-152234000,,7437515000,1920451000,684498000,-540449000,1077231000,472900000,-2945117000,574464000,6487381000,14429098000,1455923000,,3001815000,11427283000,,314716000,,275937000,
INBK,3/31/2020,3178506000,2179000,584516000,,300440000,700663000,535024000,18883000,-19866000,,3277939000,351268000,2906474000,-19866000,4687000,,105100000,179513000,219893000,4168146000,,,305127000,3863019000,,,,,
INBK,12/31/2019,3153963000,2140000,584438000,,300226000,628380000,471196000,14630000,-14191000,,3209130000,325661000,2978709000,-14191000,4687000,,99681000,142485000,219423000,4100083000,,,304913000,3795170000,,,,,
INBK,9/30/2019,3148242000,2714000,584360000,,290453000,617199000,562740000,14512000,-17055000,,3214426000,416402000,2896353000,-17055000,4687000,,93182000,142140000,219013000,4095491000,,,295140000,3800351000,,,,,
INBK,6/30/2019,3006263000,2655000,584281000,,291433000,583810000,478220000,14405000,-15578000,,3076685000,348298000,2877707000,-15578000,4687000,,87454000,126058000,224244000,3958829000,,,296120000,3662709000,,,,,
RBNC,3/31/2020,1722448000,,83019000,,173463000,256928000,125673000,39082000,-1015000,5426000,1841452000,48032000,1694896000,-1015000,50723000,6884000,39150000,77641000,12014000,2177788000,9000,,234672000,1943116000,184523000,10486000,,,
RBNC,12/31/2019,1583789000,,74620000,,172841000,265818000,96379000,21376000,5069000,3933000,1595595000,51042000,1463982000,5069000,43642000,4499000,40472000,44587000,11206000,1898467000,76000,,223753000,1674714000,167006000,7270000,,,
RBNC,9/30/2019,1610633000,,15593000,,168503000,297310000,77508000,21390000,5606000,456000,1613255000,51320000,1405130000,5606000,43642000,3987000,36339000,24245000,11195000,1852487000,1012000,,219652000,1632835000,166512000,7507000,,,
RBNC,6/30/2019,1550280000,,15763000,,162556000,290373000,56663000,21632000,3145000,3133000,1562831000,35997000,1374193000,3145000,43642000,1711000,33349000,18817000,11197000,1794248000,1008000,,213943000,1580305000,166252000,7745000,,,
AEY,3/31/2020,4375148,5406181,,7989404,12082001,,18943767,7957822,-3722126,,12279545,4156068,4571190,-4722140,57554,14530,18336324,268027,109720,33114682,260420,,13723904,19390778,,1584349,,,
AEY,12/31/2019,4188259,8161656,,8893372,17126602,,18687228,6857602,-4363213,,9060646,608105,4595838,-5363227,4877739,30199,32997405,373277,108620,40756864,290977,,27742798,13014066,,5738457,,,
AEY,9/30/2019,4730537,7625573,,8939298,18565863,,18965147,1831105,-4377103,,7203793,1242143,5151355,-5377117,4877739,160951,34715097,614371,108620,36828344,755345,,29446600,7381744,,6002998,,,
AEY,6/30/2019,6856372,9094002,,10081348,19853838,,23074479,1796746,-4419954,,9999559,2672640,5185854,-5419968,4836472,203682,36277531,432497,108620,41169424,748850,,30966183,10203241,,6275873,,,
EXPO,4/3/2020,14038000,,,127212000,314890000,,293396000,82340000,-3265000,35151000,77099000,105594000,99320000,-329604000,8607000,66823000,395646000,5489000,66000,483663000,11684000,,323497000,160166000,257389000,,46449000,,
EXPO,1/3/2020,4644000,,,120138000,341644000,,364044000,84590000,-1760000,36821000,123960000,176436000,106170000,-279418000,8607000,71042000,384668000,7534000,66000,563411000,12710000,,350251000,213160000,244935000,,55165000,,
EXPO,9/27/2019,16526000,,,128333000,348672000,,351532000,83033000,-3137000,35639000,101034000,132843000,101319000,-259576000,8607000,67601000,374033000,5924000,66000,544491000,8900000,,357279000,187212000,242756000,,77125000,,
EXPO,6/28/2019,19678000,,,129735000,335245000,,334661000,78841000,-2574000,34099000,92884000,104452000,98532000,-260103000,8607000,66237000,362959000,5901000,66000,520641000,8550000,,343852000,176789000,240930000,,90022000,,
MDLY,3/31/2020,2230000,,118573000,11117000,-9035000,10605000,21476000,8508000,,210000,24358000,6599000,562000,,,16347000,-24235000,1975000,63000,41151000,2682000,,-9035000,164865000,15137000,,,10000000,-114679000
MDLY,12/31/2019,1829000,,118382000,10964000,-9119000,13287000,25519000,9128000,,185000,26707000,10558000,862000,,,17119000,-22960000,1975000,62000,48796000,2927000,,-9119000,167629000,13779000,,,10000000,-109714000
MDLY,9/30/2019,1989000,,118190000,11699000,-7988000,34331000,26594000,9646000,,4292000,21755000,11125000,4851000,,,17351000,-20290000,1975000,60000,75422000,1184000,,-7988000,166068000,12242000,,,10000000,-82658000
MDLY,6/30/2019,1912000,,117999000,12302000,-9319000,33575000,27194000,10235000,,3400000,20289000,10211000,4585000,,,18048000,-19812000,1975000,59000,75589000,1146000,,-9319000,165603000,10434000,,,10000000,-80695000
